state_school_id,district_number,district_name,school_number,school_name,school_type_code,school_type_desc,charter_school,title_i,alternative_ese_center,ela_achievement,ela_learning_gains,math_achievement,math_learning_gains,science_achievement,social_studies_achievement,graduation_rate,career_college_acceleration,total_points,total_components,percent_total_points,percent_tested,grade_2025,grade_2024,econ_disadv_pct,source_url
490881,49,OSCEOLA,0881,P. M. WELLS CHARTER ACADEMY,04,Combination,YES,YES,N,50,53,40,47,54,59,,,512,10,51,100,C,C,85.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490901,49,OSCEOLA,0901,POINCIANA ACADEMY OF FINE ARTS,01,Elementary,NO,YES,N,45,58,35,49,39,,,,379,8,47,98,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490902,49,OSCEOLA,0902,CELEBRATION HIGH SCHOOL,03,Senior High,NO,NO,N,63,59,46,49,76,69,91,55,610,10,61,97,B,B,46,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490903,49,OSCEOLA,0903,ISLAND VILLAGE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,47,53,49,49,45,,,,371,8,46,98,C,B,65.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490904,49,OSCEOLA,0904,PARTIN SETTLEMENT ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,53,53,49,51,55,,,,421,8,53,99,C,C,93.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490921,49,OSCEOLA,0921,OSCEOLA COUNTY SCHOOL FOR THE ARTS,04,Combination,NO,NO,N,88,70,86,68,90,97,100,80,919,11,84,100,A,A,38.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490922,49,OSCEOLA,0922,HARMONY HIGH SCHOOL,03,Senior High,NO,NO,N,59,57,51,56,81,69,91,59,635,10,64,98,A,B,41.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490931,49,OSCEOLA,0931,FLORA RIDGE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,43,61,40,57,38,,,,410,8,51,100,C,C,80.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490932,49,OSCEOLA,0932,BELLALAGO CHARTER ACADEMY,04,Combination,YES,YES,N,56,56,55,58,51,71,,,580,10,58,100,B,B,82.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490933,49,OSCEOLA,0933,NEPTUNE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,47,51,58,61,45,,,,396,8,50,100,C,C,85.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490957,49,OSCEOLA,0957,CHESTNUT ELEMENTARY SCHOOL FOR SCIENCE AND ENGINEERING,01,Elementary,NO,YES,N,45,54,51,53,44,,,,397,8,50,97,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490958,49,OSCEOLA,0958,SUNRISE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,54,60,46,50,50,,,,412,8,52,99,C,C,92.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490961,49,OSCEOLA,0961,EAST LAKE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,54,52,57,37,39,,,,387,8,48,100,C,C,73.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490962,49,OSCEOLA,0962,NEOCITY ACADEMY,03,Senior High,NO,NO,N,96,69,95,75,89,98,100,99,885,10,89,100,A,A,36.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490971,49,OSCEOLA,0971,MATER BRIGHTON LAKES ACADEMY PREPARATORY HIGH,03,Senior High,YES,YES,N,49,57,38,53,43,54,92,72,584,10,58,99,B,C,80.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
490991,49,OSCEOLA,0991,CANOE CREEK K-8,04,Combination,NO,NO,N,72,64,83,75,77,96,,,749,10,75,99,A,A,52.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
492941,49,OSCEOLA,2941,KNIGHTS POINT K-8,04,Combination,NO,NO,N,29,43,27,36,30,48,,,392,10,39,96,D,,83.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
492942,49,OSCEOLA,2942,VOYAGER K-8,04,Combination,NO,NO,N,71,68,81,77,77,94,,,769,10,77,96,A,,43.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
497004,49,OSCEOLA,7004,OSCEOLA VIRTUAL FRANCHISE (SECONDARY),04,Combination,NO,NO,N,84,61,64,52,74,100,95,49,770,11,70,100,A,A,12.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
497030,49,OSCEOLA,7030,VIRTUAL PREPARATORY ACADEMY OF FLORIDA,04,Combination,YES,NO,N,36,44,14,33,34,33,,,332,10,33,97,F,,68,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530031,53,POLK,0031,LAKELAND SENIOR HIGH SCHOOL,03,Senior High,NO,YES,N,61,59,28,37,69,72,91,70,597,10,60,97,B,B,80.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530043,53,POLK,0043,LAWTON CHILES MIDDLE ACADEMY,02,Middle/Junior,NO,NO,N,74,60,67,60,63,95,,,585,9,65,99,A,A,58.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530051,53,POLK,0051,SOUTHWEST MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,47,59,37,45,31,79,,,487,9,54,98,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530061,53,POLK,0061,CARLTON PALMORE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,53,73,47,70,40,,,,475,8,59,100,B,C,98.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530081,53,POLK,0081,CLEVELAND COURT ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,75,67,80,73,60,,,,543,8,68,100,A,A,75.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530091,53,POLK,0091,COMBEE ACADEMY OF DESIGN AND ENGINEERING,01,Elementary,NO,YES,N,63,63,57,56,52,,,,475,8,59,100,B,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530101,53,POLK,0101,CRYSTAL LAKE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,34,51,39,59,26,,,,351,8,44,98,C,D,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530131,53,POLK,0131,DIXIELAND ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,39,49,42,22,21,,,,293,8,37,100,D,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530141,53,POLK,0141,SOUTH POINTE ELEMENTARY,01,Elementary,NO,YES,N,51,48,54,40,46,,,,405,8,51,100,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530151,53,POLK,0151,PHILIP O'BRIEN ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,35,50,32,38,33,,,,325,8,41,99,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530181,53,POLK,0181,MEDULLA ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,44,36,42,38,46,,,,338,8,42,100,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530191,53,POLK,0191,R. BRUCE WAGNER ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,60,56,64,67,53,,,,466,8,58,100,B,B,97.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530201,53,POLK,0201,NORTH LAKELAND ELEMENTARY SCHOOL OF CHOICE,01,Elementary,NO,YES,N,28,39,32,35,28,,,,270,8,34,100,D,D,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530231,53,POLK,0231,SOUTHWEST ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,55,53,55,59,70,,,,432,8,54,100,B,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530251,53,POLK,0251,LINCOLN AVENUE ACADEMY,01,Elementary,NO,NO,N,83,67,85,75,80,,,,594,8,74,100,A,A,55.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530261,53,POLK,0261,ROCHELLE SCHOOL OF THE ARTS,04,Combination,NO,YES,N,64,58,63,64,60,95,,,656,10,66,99,A,A,76.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530311,53,POLK,0311,DANIEL JENKINS ACADEMY OF TECHNOLOGY MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,57,56,60,57,61,84,,,564,9,63,100,B,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530321,53,POLK,0321,SHELLEY S. BOONE MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,33,50,38,57,28,59,,,467,9,52,99,C,C,96.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530331,53,POLK,0331,ALTA VISTA ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,36,50,39,42,34,,,,328,8,41,98,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530341,53,POLK,0341,SANDHILL ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,43,52,35,34,29,,,,330,8,41,96,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530361,53,POLK,0361,EASTSIDE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,32,45,46,60,35,,,,374,8,47,99,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530391,53,POLK,0391,BETHUNE ACADEMY,01,Elementary,NO,YES,N,57,53,62,62,38,,,,436,8,55,100,B,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530401,53,POLK,0401,DAVENPORT SCHOOL OF THE ARTS,04,Combination,NO,YES,N,71,62,75,62,68,96,,,722,10,72,100,A,A,63.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530441,53,POLK,0441,RIDGEVIEW GLOBAL STUDIES ACADEMY,04,Combination,YES,YES,N,74,68,73,66,70,88,96,54,827,12,69,100,A,A,68.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530481,53,POLK,0481,WINTER HAVEN SENIOR HIGH SCHOOL,03,Senior High,NO,YES,N,56,56,34,43,68,66,87,53,571,10,57,97,B,C,83.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530491,53,POLK,0491,DENISON MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,36,51,38,52,25,55,,,434,9,48,99,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530531,53,POLK,0531,FRANK E. BRIGHAM ACADEMY,01,Elementary,NO,YES,N,77,62,81,74,78,,,,571,8,71,100,A,A,69.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530571,53,POLK,0571,WESTWOOD MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,40,58,41,57,32,70,,,503,9,56,99,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530591,53,POLK,0591,ELBERT ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,41,46,40,41,44,,,,348,8,44,98,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530601,53,POLK,0601,FRED G. GARNER ACADEMY,01,Elementary,NO,YES,N,44,49,50,57,35,,,,400,8,50,100,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530611,53,POLK,0611,INWOOD ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,40,51,50,61,53,,,,418,8,52,99,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530621,53,POLK,0621,LAKE SHIPP ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,34,43,43,34,46,,,,340,8,43,96,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530631,53,POLK,0631,JOHN SNIVELY ELEMENTARY,01,Elementary,NO,YES,N,54,61,50,44,35,,,,450,8,56,97,B,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530651,53,POLK,0651,LAKE ALFRED ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,47,49,54,52,47,,,,390,8,49,98,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530681,53,POLK,0681,WAHNETA ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,39,43,51,59,62,,,,388,8,49,99,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530711,53,POLK,0711,JEWETT MIDDLE ACADEMY MAGNET,02,Middle/Junior,NO,YES,N,66,59,68,64,51,79,,,591,9,66,99,A,A,79.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530712,53,POLK,0712,JEWETT SCHOOL OF THE ARTS,04,Combination,NO,YES,N,58,60,55,57,55,86,,,640,10,64,99,A,B,89.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530791,53,POLK,0791,FORT MEADE MIDDLE/SENIOR HIGH SCHOOL,04,Combination,NO,YES,N,46,51,52,55,51,68,91,75,674,11,61,98,B,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530802,53,POLK,0802,LEWIS ANNA WOODBURY ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,47,47,46,47,41,,,,380,8,48,100,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530811,53,POLK,0811,AUBURNDALE SENIOR HIGH SCHOOL,03,Senior High,NO,YES,N,48,60,16,28,49,50,87,48,492,10,49,97,C,D,87.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530821,53,POLK,0821,JERE L. STAMBAUGH MIDDLE,02,Middle/Junior,NO,YES,N,38,51,40,54,29,61,,,450,9,50,98,C,D,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530841,53,POLK,0841,LENA VISTA ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,39,47,37,47,34,,,,345,8,43,100,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530851,53,POLK,0851,AUBURNDALE CENTRAL ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,44,55,33,36,48,,,,360,8,45,99,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530861,53,POLK,0861,WALTER CALDWELL ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,48,53,55,56,56,,,,414,8,52,100,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530881,53,POLK,0881,POLK CITY ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,42,41,48,45,29,,,,340,8,43,99,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530901,53,POLK,0901,BARTOW SENIOR HIGH SCHOOL,03,Senior High,NO,YES,N,54,56,24,33,64,67,96,63,559,10,56,96,C,C,76.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530925,53,POLK,0925,DAVENPORT ELEMENTARY,01,Elementary,NO,YES,N,46,50,44,47,48,,,,361,8,45,100,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530931,53,POLK,0931,BARTOW MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,44,51,45,50,28,72,,,477,9,53,99,C,C,94.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530933,53,POLK,0933,CHAIN OF LAKES ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,61,64,58,40,50,,,,417,8,52,100,C,A,80.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530937,53,POLK,0937,RIDGE COMMUNITY HIGH SCHOOL,03,Senior High,NO,YES,N,44,54,19,27,63,67,88,46,509,10,51,96,C,C,83.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530941,53,POLK,0941,BARTOW ELEMENTARY ACADEMY,01,Elementary,NO,YES,N,70,56,67,55,58,,,,457,8,57,100,B,B,70.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530961,53,POLK,0961,FLORAL AVENUE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,44,59,47,58,49,,,,393,8,49,98,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
530971,53,POLK,0971,UNION ACADEMY,02,Middle/Junior,NO,NO,N,74,70,67,51,81,96,,,651,9,72,100,A,A,66.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531032,53,POLK,1032,CITRUS RIDGE A CIVICS ACADEMY,04,Combination,NO,YES,N,46,52,48,59,33,76,,,553,10,55,99,C,C,79.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531041,53,POLK,1041,ALTURAS ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,58,53,63,69,70,,,,458,8,57,100,B,A,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531051,53,POLK,1051,TENOROC HIGH SCHOOL,03,Senior High,NO,YES,N,41,49,16,29,51,70,78,40,470,10,47,98,C,C,99.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531061,53,POLK,1061,HIGHLAND CITY ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,55,47,69,68,46,,,,425,8,53,100,C,B,91.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531131,53,POLK,1131,MULBERRY SENIOR HIGH SCHOOL,03,Senior High,NO,YES,N,46,53,21,30,63,69,91,77,552,10,55,96,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531141,53,POLK,1141,PURCELL ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,41,57,39,54,35,,,,358,8,45,100,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531161,53,POLK,1161,MULBERRY MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,46,57,46,51,39,75,,,490,9,54,98,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531181,53,POLK,1181,KATHLEEN SENIOR HIGH SCHOOL,03,Senior High,NO,YES,N,46,56,24,40,61,65,79,48,531,10,53,97,C,D,98.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531191,53,POLK,1191,KATHLEEN MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,31,43,35,38,27,50,,,385,9,43,98,D,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531221,53,POLK,1221,KATHLEEN ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,42,48,45,48,47,,,,359,8,45,100,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531231,53,POLK,1231,GRIFFIN ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,36,54,50,56,53,,,,404,8,51,98,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531241,53,POLK,1241,JESSE KEEN ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,32,45,49,60,35,,,,357,8,45,99,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531251,53,POLK,1251,WINSTON ACADEMY OF ENGINEERING,01,Elementary,NO,YES,N,71,63,73,63,68,,,,502,8,63,100,A,B,82.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531271,53,POLK,1271,SLEEPY HILL ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,45,53,49,51,45,,,,379,8,47,99,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531281,53,POLK,1281,HIGHLANDS GROVE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,67,63,72,79,66,,,,534,8,67,99,A,A,70.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531341,53,POLK,1341,MCLAUGHLIN ACADEMY OF EXCELLENCE,04,Combination,NO,YES,N,32,49,24,43,36,44,,,406,9,45,98,C,D,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531351,53,POLK,1351,POLK AVENUE ELEMENTARY SCHOOL,01,Elementary,YES,YES,N,47,51,45,42,43,,,,401,8,50,99,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531361,53,POLK,1361,HILLCREST ELEMENTARY SCHOOL,01,Elementary,YES,YES,N,56,64,70,63,49,,,,456,8,57,100,B,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531362,53,POLK,1362,HORIZONS ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,40,47,43,44,32,,,,357,8,45,99,C,C,92.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531371,53,POLK,1371,SPOOK HILL ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,31,38,37,50,53,,,,338,8,42,99,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531401,53,POLK,1401,JANIE HOWARD WILSON SCHOOL,01,Elementary,YES,YES,N,43,59,51,49,21,,,,369,8,46,97,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531421,53,POLK,1421,DALE R FAIR BABSON PARK ELEMENTARY,01,Elementary,YES,YES,N,59,51,66,62,61,,,,436,8,55,100,B,B,82.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531441,53,POLK,1441,WILLOW OAK SCHOOL,01,Elementary,NO,YES,N,46,54,54,60,35,,,,395,8,49,99,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531451,53,POLK,1451,EDGAR L. PADGETT ELEMENTARY,01,Elementary,NO,YES,N,43,50,52,59,48,,,,401,8,50,100,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531501,53,POLK,1501,CRYSTAL LAKE MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,31,44,23,37,19,55,,,361,9,40,99,D,D,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531521,53,POLK,1521,OSCAR J. POPE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,37,46,38,42,43,,,,333,8,42,97,C,A,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531601,53,POLK,1601,BOK ACADEMY,02,Middle/Junior,YES,YES,N,57,54,59,60,49,83,,,546,9,61,100,B,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531611,53,POLK,1611,LAUREL ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,49,60,52,61,45,,,,431,8,54,100,B,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531621,53,POLK,1621,EDWARD W BOK ACADEMY NORTH,02,Middle/Junior,YES,YES,N,56,60,43,43,39,84,,,497,9,55,97,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531662,53,POLK,1662,LAKE ALFRED POLYTECH ACADEMY,02,Middle/Junior,NO,YES,N,47,60,50,52,40,82,,,525,9,58,100,B,C,99.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531671,53,POLK,1671,MCKEEL ACADEMY OF TECHNOLOGY,04,Combination,YES,NO,N,74,63,80,64,76,91,100,68,789,11,72,100,A,A,36.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531681,53,POLK,1681,SCOTT LAKE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,61,49,65,49,50,,,,426,8,53,99,C,A,79.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531682,53,POLK,1682,MCKEEL ACADEMY CENTRAL,01,Elementary,YES,NO,N,82,74,87,74,74,,,,608,8,76,100,A,A,43.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531692,53,POLK,1692,SOUTH MCKEEL ACADEMY,01,Elementary,YES,NO,N,79,59,84,72,80,,,,574,8,72,100,A,A,56.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531701,53,POLK,1701,EAGLE LAKE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,37,44,30,35,23,,,,294,8,37,100,D,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
531702,53,POLK,1702,PALMETTO ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,38,52,35,29,46,,,,341,8,43,98,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
